stock_item_name,reason
SOLID CARBIDE ENDMILL 2.5 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 20 X 152 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 20 X 38 X 104 SH20 TOTEM,not a tap
SOLID CARBIDE ENDMILL 20 X 45 X 100 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 20 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 25 #111 TOTEM,not a tap
SOLID CARBIDE ENDMILL 3 #111 TOTEM,not a tap
SOLID CARBIDE ENDMILL 3 X 12 X 38 SH3 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 3 X 64 #122 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 3 X 8 X 50 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 3 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 4 (2FL) #121 TOTEM,not a tap
SOLID CARBIDE ENDMILL 4 (2FL) XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 4 X 10 X 50 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 4 X 100 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 4 X 14 X 51 SH4 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 4 X 64 #122 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 4 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 5 #111 TOTEM,not a tap
SOLID CARBIDE ENDMILL 5 X 100 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 5 X 13 X 50 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 5 X 15 X 60 SH5 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 5 X 64 # 122 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 5 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 #111 TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 X 100 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 X 100 #188 TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 X 15 X 50 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 X 15 X 60 SH6 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 X 20 X 80 SH6 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 X 76 #122 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 X 76 TOTEM,not a tap
SOLID CARBIDE ENDMILL 6 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 7 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 (2FL) #136 TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 (2FL) XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 #111 TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 HSM TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 X 100 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 X 150 #187 TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 X 19 X 60 SH8 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 X 20 X 60 EXP TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 X 25 X 80 SH8 P PLUS TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 X 83 #122 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 8 XL TOTEM,not a tap
SOLID CARBIDE ENDMILL 9 X 75 #122 TOTEM,not a tap
SOLID CARBIDE LONG ENDMILL 25 X 105 X 160 TOTEM,not a tap
SOLID CARBIDE ROLL TAP 6 X 1 TH CO TOTEM,solid carbide - not in this HSS price list
SOLID CARBIDE STUB DRILL 4.1 TOTEM,not a tap
SOLID CARBIDE TAP 3 X .5 TOTEM,solid carbide - not in this HSS price list
SOLID CARBIDE TAP 4 X .7 TOTEM,solid carbide - not in this HSS price list
SOLID CARBIDE TAP 5 X .8 TOTEM,solid carbide - not in this HSS price list
SOLID CARBIDE TAP 6 X 1 TOTEM,solid carbide - not in this HSS price list
SOLID CARBIDE TAP 8 X 1.25 TOTEM,solid carbide - not in this HSS price list
TCRB A1 TOTEM,not a tap
TCRB A2 TOTEM,not a tap
TCRB A3 TOTEM,not a tap
TCRB A4 TOTEM,not a tap
TCRB A5 TOTEM,not a tap
TCRB A6 TOTEM,not a tap
TCRB A7 TOTEM,not a tap
TCRB A8 TOTEM,not a tap
TCRB B0 TOTEM,not a tap
TCRB B1 TOTEM,not a tap
TCRB B12 TOTEM,not a tap
TCRB B1D 70 mm TOTEM,not a tap
TCRB B1S 80 mm TOTEM,not a tap
TCRB B2 TOTEM,not a tap
TCRB B2D TOTEM,not a tap
TCRB B3 TOTEM,not a tap
TCRB B4 TOTEM,not a tap
TCRB B5 TOTEM,not a tap
TCRB B5Z TOTEM,not a tap
TCRB B6 TOTEM,not a tap
TCRB B7 TOTEM,not a tap
TCRB B8 TOTEM,not a tap
TCRB C0 TOTEM,not a tap
TCRB C1 TOTEM,not a tap
TCRB C2 TOTEM,not a tap
TCRB C2D TOTEM,not a tap
TCRB C3 TOTEM,not a tap
TCRB C4 TOTEM,not a tap
TCRB C5 TOTEM,not a tap
TCRB C6 TOTEM,not a tap
TCRB CE3 TOTEM,not a tap
TCRB F1 TOTEM,not a tap
TCRB F2 TOTEM,not a tap
TCRB F3 TOTEM,not a tap
TCRB F4 TOTEM,not a tap
TCRB F4D TOTEM,not a tap
TCRB K1 NF TOTEM,not a tap
TCRB K1 TOTEM,not a tap
TCRB K2 TOTEM,not a tap
TCRB K3 TOTEM,not a tap
TCRB K6 TOTEM,not a tap
TCRB MA1 TOTEM,not a tap
TCRB MA2 TOTEM,not a tap
TCRB MA4 TOTEM,not a tap
TCRB MA5 TOTEM,not a tap
TCRB MA5D TOTEM,not a tap
TCRB MB0 TOTEM,not a tap
TCRB MB1 TOTEM,not a tap
TCRB MB1D TOTEM,not a tap
TCRB MB2 TOTEM,not a tap
TCRB MB2S TOTEM,not a tap
TCRB MC1 TOTEM,not a tap
TCRB MC1D TOTEM,not a tap
TCRB MC2 TOTEM,not a tap
TCRB MC3 TOTEM,not a tap
TCRB MC4 TOTEM,not a tap
TCRB MK2 TOTEM,not a tap
TCRB MK3 TOTEM,not a tap
TCRB MO2 TOTEM,not a tap
TCRB MS1 TOTEM,not a tap
TCRB MT1 TOTEM,not a tap
TCRB MT2 TOTEM,not a tap
TCRB MT2D TOTEM,not a tap
TCRB MT4 TOTEM,not a tap
TCRB MTB1 TOTEM,not a tap
TCRB O1 TOTEM,not a tap
TCRB O2 TOTEM,not a tap
TCRB R3 TOTEM,not a tap
TCRB S1 TOTEM,not a tap
TCRB S2 TOTEM,not a tap
TCRB S3 TOTEM,not a tap
TCRB S4 TOTEM,not a tap
TCRB S4L2 TOTEM,not a tap
TCRB S5 TOTEM,not a tap
TCRB S6 TOTEM,not a tap
TCRB SET BS1 (STANDARD CUT) TOTEM,not a tap
TCRB SET BS1 TOTEM,not a tap
TCRB T1 TOTEM,not a tap
TCRB T2 TOTEM,not a tap
TCRB T3 TOTEM,not a tap
TCRB T4 TOTEM,not a tap
TCRB T5 TOTEM,not a tap
TCRB TB1 TOTEM,not a tap
TCRB TB2 TOTEM,not a tap
TCRB TB3 TOTEM,not a tap
TCRB TB4 TOTEM,not a tap
TCRB TB5 TOTEM,not a tap
TCRB TB7 NF TOTEM,not a tap
TCRB TB7 TOTEM,not a tap
TCRB TB9 TOTEM,not a tap
TCT ANNULAR CUTTER 22 X 55 X 92 TOTEM,not a tap
