stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note,updated_at
"HSS TAP 1"" BSPT BOT TOTEM",7034.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7034.0,1.0,BSPT,"1""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" BSPT PAIR TOTEM",14068.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7034.0,2.0,BSPT,"1""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" BSW BOT TOTEM",3622.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,BSW/BSF,"1""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" BSW SEC TOTEM",3622.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,BSW/BSF,"1""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" BSW SET TOTEM",10866.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,3.0,BSW/BSF,"1""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" BSW TPR TOTEM",3622.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,BSW/BSF,"1""",Standard,,review,,2026-08-10T16:28:56.058382+00:00
"HSS TAP 1"" NPT BOT TOTEM",7206.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7206.0,1.0,NPT,"1""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" NPT PAIR TOTEM",14412.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,7206.0,2.0,NPT,"1""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" UNC BOT TOTEM",3622.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,UNF/UNC,"1""",Standard,,verified,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" UNC SEC TOTEM",3622.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,UNF/UNC,"1""",Standard,,review,,2026-08-10T11:02:25.556889+00:00
"HSS TAP 1"" UNC SERIAL FORM TOTEM",3622.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,UNF/UNC,"1""",Standard,,review,,2026-08-10T16:28:56.058382+00:00
"HSS TAP 1"" UNC SET TOTEM",10866.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,3.0,UNF/UNC,"1""",Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1"" UNC TOTEM",3622.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,UNF/UNC,"1""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1"" UNC TPR TOTEM",3622.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,UNF/UNC,"1""",Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1"" UNF BOT TOTEM",3622.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,UNF/UNC,"1""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1"" UNF SEC TOTEM",3622.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,UNF/UNC,"1""",Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1"" UNF TPR TOTEM",3622.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3622.0,1.0,UNF/UNC,"1""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSB BOT TOTEM",968.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,968.0,1.0,BSB,1/2,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSB SET TOTEM",2904.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,968.0,3.0,BSB,1/2,Standard,,review,,2026-08-10T16:28:56.375266+00:00
"HSS TAP 1/2"" BSF SET TOTEM",2862.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,3.0,BSW/BSF,1/2,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSP BOT TOTEM",2269.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2269.0,1.0,BSP,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSP PAIR TOTEM",4538.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2269.0,2.0,BSP,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSP SEC TOTEM",2269.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2269.0,1.0,BSP,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSP TPR TOTEM",2269.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2269.0,1.0,BSP,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSPT BOT TOTEM",3057.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3057.0,1.0,BSPT,1/2,Standard,,review,"invoice rate 3,363.00 != list 3,057.00",2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSPT PAIR TOTEM",6114.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3057.0,2.0,BSPT,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSW BOT TOTEM",954.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,1.0,BSW/BSF,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSW SEC TOTEM",954.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,1.0,BSW/BSF,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSW SET TOTEM",2862.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,3.0,BSW/BSF,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSW SF SET TOTEM",3000.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1000.0,3.0,BSW/BSF,1/2,SF/RS,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" BSW TPR TOTEM",954.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,1.0,BSW/BSF,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" NPT BOT TOTEM",3117.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3117.0,1.0,NPT,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" NPT PAIR TOTEM",6234.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3117.0,2.0,NPT,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" NPT TPR TOTEM",3117.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3117.0,1.0,NPT,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" UNC BOT TOTEM",954.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,1.0,UNF/UNC,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" UNC SEC TOTEM",954.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,1.0,UNF/UNC,1/2,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" UNC SET TOTEM",2862.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,3.0,UNF/UNC,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" UNC TPR TOTEM",954.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,1.0,UNF/UNC,1/2,Standard,,review,invoice rate 510.00 != list 954.00,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" UNF BOT TOTEM",954.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,1.0,UNF/UNC,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" UNF SEC TOTEM",954.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,1.0,UNF/UNC,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/2"" UNF SET TOTEM",2862.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.0,3.0,UNF/UNC,1/2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSB BOT TOTEM",417.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,417.0,1.0,BSB,1/4,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSF BOT TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,BSW/BSF,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSF SEC TOTEM",423.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,BSW/BSF,1/4,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSF SET TOTEM",1269.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,3.0,BSW/BSF,1/4,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSP BOT GOLD TOTEM",1328.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,8,1328.0,1.0,BSP,1/4,STD GOLD,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSP BOT TOTEM",1023.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.0,1.0,BSP,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSP PAIR TOTEM",2046.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.0,2.0,BSP,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSP TPR TOTEM",1023.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.0,1.0,BSP,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSPT BOT TOTEM",1595.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1595.0,1.0,BSPT,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSPT PAIR TOTEM",3190.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1595.0,2.0,BSPT,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSPT TPR TOTEM",1595.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1595.0,1.0,BSPT,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSW BOT TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,BSW/BSF,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSW SEC MALE TOTEM",423.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,BSW/BSF,1/4,Standard,,review,,2026-08-10T16:28:56.375266+00:00
"HSS TAP 1/4"" BSW SEC TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,BSW/BSF,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSW SET TOTEM",1269.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,3.0,BSW/BSF,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSW SF SET TOTEM",1341.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,447.0,3.0,BSW/BSF,1/4,SF/RS,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" BSW TPR TOTEM",423.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,BSW/BSF,1/4,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" NPT BOT TOTEM",1635.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1635.0,1.0,NPT,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" NPT PAIR TOTEM",3270.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1635.0,2.0,NPT,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" UNC BOT TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,UNF/UNC,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" UNC SEC TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,UNF/UNC,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" UNC SET TOTEM",1269.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,3.0,UNF/UNC,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" UNC TPR TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,UNF/UNC,1/4,Standard,,review,invoice rate 466.00 != list 423.00,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" UNF BOT TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,UNF/UNC,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" UNF SEC TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,UNF/UNC,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" UNF SET TOTEM",1269.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,3.0,UNF/UNC,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/4"" UNF SPPT TOTEM",518.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,518.0,1.0,UNF/UNC,1/4,SPPT,,review,invoice rate 345.00 != list 518.00,2026-08-10T16:28:56.375266+00:00
"HSS TAP 1/4"" UNF TPR TOTEM",423.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.0,1.0,UNF/UNC,1/4,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSF BOT TOTEM",407.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,1/8,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSP BOT TOTEM",671.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,671.0,1.0,BSP,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSP PAIR TOTEM",1342.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,671.0,2.0,BSP,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSP TPR TOTEM",671.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,671.0,1.0,BSP,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSPT BOT TOTEM",914.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,914.0,1.0,BSPT,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSPT PAIR TOTEM",1828.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,914.0,2.0,BSPT,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSPT TPR TOTEM",914.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,914.0,1.0,BSPT,1/8,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSW BOT TOTEM",407.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSW SEC TOTEM",407.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,1/8,Standard,,review,invoice rate 448.00 != list 407.00,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSW SET TOTEM",1221.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,3.0,BSW/BSF,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" BSW TPR TOTEM",407.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,1/8,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" NPT BOT TOTEM",939.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,939.0,1.0,NPT,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 1/8"" NPT PAIR TOTEM",1878.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,939.0,2.0,NPT,1/8,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 BA SET TOTEM,2859.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,953.0,3.0,BA,10,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 UNC BOT TOTEM,461.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,1.0,UNF/UNC,10,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 UNC SEC TOTEM,461.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,1.0,UNF/UNC,10,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 UNC SET TOTEM,1383.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,3.0,UNF/UNC,10,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 UNC TPR TOTEM,461.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,1.0,UNF/UNC,10,Standard,,review,invoice rate 508.00 != list 461.00,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 UNF BOT TOTEM,461.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,1.0,UNF/UNC,10,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 UNF SEC TOTEM,461.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,1.0,UNF/UNC,10,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 UNF SET TOTEM,1383.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,3.0,UNF/UNC,10,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1 BOT TOTEM,678.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.0,1.0,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1 PAIR TOTEM,1356.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.0,2.0,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1 SB3 TOTEM,678.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.0,1.0,Metric Coarse,10.0 X 1.00/1.25,Standard,,review,,2026-08-10T16:28:56.375266+00:00
HSS TAP 10 X 1 SEC TOTEM,678.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.0,1.0,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1 TPR TOTEM,678.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.0,1.0,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1.5 6G SPPT GOLD TOTEM,855.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,855.0,1.0,Metric Coarse,10.0 X 1.50,SPPT GOLD,,review,invoice rate 590.00 != list 855.00,2026-08-10T16:28:56.375266+00:00
HSS TAP 10 X 1.5 BOT TOTEM,609.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.0,1.0,Metric Coarse,10.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1.5 S TOTEM,609.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.0,1.0,Metric Coarse,10.0 X 1.50,Standard,,review,,2026-08-10T16:28:56.375266+00:00
HSS TAP 10 X 1.5 SEC TOTEM,609.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.0,1.0,Metric Coarse,10.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1.5 SET GOLD TOTEM,2133.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.0,3.0,Metric Coarse,10.0 X 1.50,STD GOLD,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1.5 SET TOTEM,1827.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.0,3.0,Metric Coarse,10.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1.5 SET XL GOLD TOTEM,2133.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.0,3.0,Metric Coarse,10.0 X 1.50,STD GOLD,,review,,2026-08-10T16:28:56.375266+00:00
