stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note
"HSS TAP 1/2"" NPT BOT TOTEM",3117.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3117.00,1,NPT,1/2,Standard,,verified,
"HSS TAP 1/2"" NPT PAIR TOTEM",6234.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3117.00,2,NPT,1/2,Standard,,verified,
"HSS TAP 1/2"" NPT TPR TOTEM",3117.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3117.00,1,NPT,1/2,Standard,,verified,
"HSS TAP 1/2"" UNC BOT TOTEM",954.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,verified,
"HSS TAP 1/2"" UNC SEC TOTEM",954.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,review,
"HSS TAP 1/2"" UNC SET TOTEM",2862.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,3,UNF/UNC,1/2,Standard,,verified,
"HSS TAP 1/2"" UNC TPR TOTEM",954.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,review,invoice rate 510.00 != list 954.00
"HSS TAP 1/2"" UNF BOT TOTEM",954.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,verified,
"HSS TAP 1/2"" UNF SEC TOTEM",954.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,verified,
"HSS TAP 1/2"" UNF SET TOTEM",2862.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,3,UNF/UNC,1/2,Standard,,verified,
"HSS TAP 1/4"" BSB BOT TOTEM",417.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,417.00,1,BSB,1/4,Standard,,review,
"HSS TAP 1/4"" BSF BOT TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,BSW/BSF,1/4,Standard,,verified,
"HSS TAP 1/4"" BSF SEC TOTEM",423.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,BSW/BSF,1/4,Standard,,review,
"HSS TAP 1/4"" BSF SET TOTEM",1269.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,3,BSW/BSF,1/4,Standard,,review,
"HSS TAP 1/4"" BSP BOT GOLD TOTEM",1328.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,8,1328.00,1,BSP,1/4,STD GOLD,,review,
"HSS TAP 1/4"" BSP BOT TOTEM",1023.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.00,1,BSP,1/4,Standard,,verified,
"HSS TAP 1/4"" BSP PAIR TOTEM",2046.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.00,2,BSP,1/4,Standard,,verified,
"HSS TAP 1/4"" BSP TPR TOTEM",1023.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.00,1,BSP,1/4,Standard,,verified,
"HSS TAP 1/4"" BSPT BOT TOTEM",1595.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1595.00,1,BSPT,1/4,Standard,,verified,
"HSS TAP 1/4"" BSPT PAIR TOTEM",3190.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1595.00,2,BSPT,1/4,Standard,,verified,
"HSS TAP 1/4"" BSPT TPR TOTEM",1595.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1595.00,1,BSPT,1/4,Standard,,verified,
"HSS TAP 1/4"" BSW BOT TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,BSW/BSF,1/4,Standard,,verified,
"HSS TAP 1/4"" BSW SEC MALE TOTEM",423.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,BSW/BSF,1/4,Standard,,review,
"HSS TAP 1/4"" BSW SEC TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,BSW/BSF,1/4,Standard,,verified,
"HSS TAP 1/4"" BSW SET TOTEM",1269.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,3,BSW/BSF,1/4,Standard,,verified,
"HSS TAP 1/4"" BSW SF SET TOTEM",1341.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,447.00,3,BSW/BSF,1/4,SF/RS,,review,
"HSS TAP 1/4"" BSW TPR TOTEM",423.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,BSW/BSF,1/4,Standard,,review,
"HSS TAP 1/4"" NPT BOT TOTEM",1635.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1635.00,1,NPT,1/4,Standard,,verified,
"HSS TAP 1/4"" NPT PAIR TOTEM",3270.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1635.00,2,NPT,1/4,Standard,,verified,
"HSS TAP 1/4"" UNC BOT TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,UNF/UNC,1/4,Standard,,verified,
"HSS TAP 1/4"" UNC SEC TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,UNF/UNC,1/4,Standard,,verified,
"HSS TAP 1/4"" UNC SET TOTEM",1269.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,3,UNF/UNC,1/4,Standard,,verified,
"HSS TAP 1/4"" UNC TPR TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,UNF/UNC,1/4,Standard,,review,invoice rate 466.00 != list 423.00
"HSS TAP 1/4"" UNF BOT TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,UNF/UNC,1/4,Standard,,verified,
"HSS TAP 1/4"" UNF SEC TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,UNF/UNC,1/4,Standard,,verified,
"HSS TAP 1/4"" UNF SET TOTEM",1269.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,3,UNF/UNC,1/4,Standard,,verified,
"HSS TAP 1/4"" UNF SPPT TOTEM",518.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,518.00,1,UNF/UNC,1/4,SPPT,,review,invoice rate 345.00 != list 518.00
"HSS TAP 1/4"" UNF TPR TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,UNF/UNC,1/4,Standard,,verified,
"HSS TAP 1/8"" BSF BOT TOTEM",407.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,1/8,Standard,,review,
"HSS TAP 1/8"" BSP BOT TOTEM",671.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,671.00,1,BSP,1/8,Standard,,verified,
"HSS TAP 1/8"" BSP PAIR TOTEM",1342.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,671.00,2,BSP,1/8,Standard,,verified,
"HSS TAP 1/8"" BSP TPR TOTEM",671.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,671.00,1,BSP,1/8,Standard,,verified,
"HSS TAP 1/8"" BSPT BOT TOTEM",914.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,914.00,1,BSPT,1/8,Standard,,verified,
"HSS TAP 1/8"" BSPT PAIR TOTEM",1828.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,914.00,2,BSPT,1/8,Standard,,verified,
"HSS TAP 1/8"" BSPT TPR TOTEM",914.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,914.00,1,BSPT,1/8,Standard,,review,
"HSS TAP 1/8"" BSW BOT TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,1/8,Standard,,verified,
"HSS TAP 1/8"" BSW SEC TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,1/8,Standard,,review,invoice rate 448.00 != list 407.00
"HSS TAP 1/8"" BSW SET TOTEM",1221.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,3,BSW/BSF,1/8,Standard,,verified,
"HSS TAP 1/8"" BSW TPR TOTEM",407.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,1/8,Standard,,review,
"HSS TAP 1/8"" NPT BOT TOTEM",939.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,939.00,1,NPT,1/8,Standard,,verified,
"HSS TAP 1/8"" NPT PAIR TOTEM",1878.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,939.00,2,NPT,1/8,Standard,,verified,
HSS TAP 10 BA SET TOTEM,2859.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,953.00,3,BA,10,Standard,,verified,
HSS TAP 10 UNC BOT TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,10,Standard,,verified,
HSS TAP 10 UNC SEC TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,10,Standard,,verified,
HSS TAP 10 UNC SET TOTEM,1383.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,3,UNF/UNC,10,Standard,,verified,
HSS TAP 10 UNC TPR TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,10,Standard,,review,invoice rate 508.00 != list 461.00
HSS TAP 10 UNF BOT TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,10,Standard,,verified,
HSS TAP 10 UNF SEC TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,10,Standard,,verified,
HSS TAP 10 UNF SET TOTEM,1383.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,3,UNF/UNC,10,Standard,,verified,
HSS TAP 10 X 1 BOT TOTEM,678.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.00,1,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,
HSS TAP 10 X 1 PAIR TOTEM,1356.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.00,2,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,
HSS TAP 10 X 1 SB3 TOTEM,678.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.00,1,Metric Coarse,10.0 X 1.00/1.25,Standard,,review,
HSS TAP 10 X 1 SEC TOTEM,678.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.00,1,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,
HSS TAP 10 X 1 TPR TOTEM,678.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.00,1,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,
HSS TAP 10 X 1.5 6G SPPT GOLD TOTEM,855.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,855.00,1,Metric Coarse,10.0 X 1.50,SPPT GOLD,,review,invoice rate 590.00 != list 855.00
HSS TAP 10 X 1.5 BOT TOTEM,609.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,verified,
HSS TAP 10 X 1.5 S TOTEM,609.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,
HSS TAP 10 X 1.5 SEC TOTEM,609.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,verified,
HSS TAP 10 X 1.5 SET GOLD TOTEM,2133.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.00,3,Metric Coarse,10.0 X 1.50,STD GOLD,,review,
HSS TAP 10 X 1.5 SET TOTEM,1827.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,3,Metric Coarse,10.0 X 1.50,Standard,,verified,
HSS TAP 10 X 1.5 SET XL GOLD TOTEM,2133.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.00,3,Metric Coarse,10.0 X 1.50,STD GOLD,,review,
HSS TAP 10 X 1.5 SF SET GOLD TOTEM,2133.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.00,3,Metric Coarse,10.0 X 1.50,STD GOLD,,review,
HSS TAP 10 X 1.5 SF SET TOTEM,1941.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,647.00,3,Metric Coarse,10.0 X 1.50,SF/RS,,verified,
HSS TAP 10 X 1.5 SPPT GOLD TOTEM,855.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,855.00,1,Metric Coarse,10.0 X 1.50,SPPT GOLD,,review,invoice rate 530.00 != list 855.00
HSS TAP 10 X 1.5 SPPT TOTEM,747.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,747.00,1,Metric Coarse,10.0 X 1.50,SPPT,,verified,
HSS TAP 10 X 1.5 TPR TOTEM,609.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,verified,
HSS TAP 11 X 1 BOT TOTEM,1196.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1196.00,1,Metric Coarse,11.0 X 1.00/1.25,Standard,,verified,
HSS TAP 11 X 1 PAIR TOTEM,2392.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1196.00,2,Metric Coarse,11.0 X 1.00/1.25,Standard,,review,"invoice rate 2,632.00 != list 2,392.00"
HSS TAP 11 X 1 SEC TOTEM,1196.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1196.00,1,Metric Coarse,11.0 X 1.00/1.25,Standard,,review,"invoice rate 1,316.00 != list 1,196.00"
HSS TAP 12 X 1 BOT TOTEM,1111.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.00,1,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,verified,
HSS TAP 12 X 1 PAIR TOTEM,2222.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.00,2,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,verified,
HSS TAP 12 X 1 SEC TOTEM,1111.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.00,1,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,verified,
HSS TAP 12 X 1 TPR TOTEM,1111.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.00,1,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,review,
HSS TAP 12 X 1.75  SPPT TOTEM,1143.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1143.00,1,Metric Coarse,12.0 X 1.75,SPPT,,verified,
HSS TAP 12 X 1.75 BOT TOTEM,947.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,verified,
HSS TAP 12 X 1.75 SEC TOTEM,947.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,verified,
HSS TAP 12 X 1.75 SERIAL FORM SET TOTEM,2841.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,3,Metric Coarse,12.0 X 1.75,Standard,,review,
HSS TAP 12 X 1.75 SET TOTEM,2841.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,3,Metric Coarse,12.0 X 1.75,Standard,,verified,
HSS TAP 12 X 1.75 SF SET TOTEM,3000.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1000.00,3,Metric Coarse,12.0 X 1.75,SF/RS,,verified,
HSS TAP 12 X 1.75 SPPT GOLD TOTEM,1320.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1320.00,1,Metric Coarse,12.0 X 1.75,SPPT GOLD,,review,"invoice rate 915.00 != list 1,320.00"
HSS TAP 12 X 1.75 TPR TOTEM,947.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,verified,
HSS TAP 14 X 1 BOT TOTEM,1426.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.00,1,Metric Coarse,14.0 X 1.00,Standard,,verified,
HSS TAP 14 X 1 PAIR TOTEM,2852.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.00,2,Metric Coarse,14.0 X 1.00,Standard,,verified,
HSS TAP 14 X 1.25 BOT TOTEM,1456.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1456.00,1,Metric Coarse,14.0 X 1.25,Standard,,verified,
HSS TAP 14 X 1.25 PAIR TOTEM,2912.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1456.00,2,Metric Coarse,14.0 X 1.25,Standard,,verified,
HSS TAP 14 X 1.25 SET TOTEM,4368.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1456.00,3,Metric Coarse,14.0 X 1.25,Standard,,verified,
HSS TAP 14 X 1.25 TPR TOTEM,1456.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1456.00,1,Metric Coarse,14.0 X 1.25,Standard,,review,
HSS TAP 14 X 1.5 BOT TOTEM,1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,14.0 X 1.50,Standard,,verified,
HSS TAP 14 X 1.5 PAIR TOTEM,2762.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,2,Metric Coarse,14.0 X 1.50,Standard,,verified,
HSS TAP 14 X 1.5 SEC TOTEM,1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,14.0 X 1.50,Standard,,verified,
HSS TAP 14 X 1.5 TPR TOTEM,1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,14.0 X 1.50,Standard,,verified,
HSS TAP 14 X 2 BOT TOTEM,1378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,14.0 X 2.00,Standard,,verified,
HSS TAP 14 X 2 SEC TOTEM,1378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,14.0 X 2.00,Standard,,verified,
HSS TAP 14 X 2 SET TOTEM,4134.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,3,Metric Coarse,14.0 X 2.00,Standard,,verified,
HSS TAP 14 X 2 SF SET TOTEM,4359.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1453.00,3,Metric Coarse,14.0 X 2.00,SF/RS,,verified,
HSS TAP 14 X 2 SPPT TOTEM,1663.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1663.00,1,Metric Coarse,14.0 X 2.00,SPPT,,verified,
HSS TAP 14 X 2 TPR TOTEM,1378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,14.0 X 2.00,Standard,,verified,
HSS TAP 16 X 1 BOT TOTEM,1426.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.00,1,Metric Coarse,16.0 X 1.00,Standard,,verified,
HSS TAP 16 X 1 PAIR TOTEM,2852.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.00,2,Metric Coarse,16.0 X 1.00,Standard,,verified,
HSS TAP 16 X 1 SEC TOTEM,1426.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.00,1,Metric Coarse,16.0 X 1.00,Standard,,review,
HSS TAP 16 X 1 TPR TOTEM,1426.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.00,1,Metric Coarse,16.0 X 1.00,Standard,,review,
HSS TAP 16 X 1.5 BOT TOTEM,1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,16.0 X 1.50,Standard,,verified,
HSS TAP 16 X 1.5 PAIR TOTEM,2762.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,2,Metric Coarse,16.0 X 1.50,Standard,,verified,
HSS TAP 16 X 1.5 SEC TOTEM,1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,16.0 X 1.50,Standard,,verified,
HSS TAP 16 X 1.5 SET TOTEM,4143.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,3,Metric Coarse,16.0 X 1.50,Standard,,review,
HSS TAP 16 X 1.5 TPR TOTEM,1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,16.0 X 1.50,Standard,,verified,
HSS TAP 16 X 2 6G SPPT TOTEM,1663.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1663.00,1,Metric Coarse,16.0 X 2.00,SPPT,,review,
HSS TAP 16 X 2 BOT TOTEM,1378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,16.0 X 2.00,Standard,,verified,
HSS TAP 16 X 2 GOLD TOTEM,1442.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1442.00,1,Metric Coarse,16.0 X 2.00,STD GOLD,,review,
