stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note
HSS TAP 8 X 1 SEC TOTEM,597.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,597.00,1,Metric Coarse,8.0 X 1.00,Standard,,verified,
HSS TAP 8 X 1 TPR TOTEM,597.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,597.00,1,Metric Coarse,8.0 X 1.00,Standard,,verified,
HSS TAP 8 X 1.25 6G BOT TOTEM,504.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,invoice rate 325.00 != list 504.00
HSS TAP 8 X 1.25 BOT RT SPL TOTEM,504.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,
HSS TAP 8 X 1.25 BOT TOTEM,504.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,verified,
HSS TAP 8 X 1.25 S TOTEM,504.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,
HSS TAP 8 X 1.25 SEC TOTEM,504.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,verified,
HSS TAP 8 X 1.25 SET GOLD TOTEM,1725.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,575.00,3,Metric Coarse,8.0 X 1.25,STD GOLD,,review,
HSS TAP 8 X 1.25 SET TOTEM,1512.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,3,Metric Coarse,8.0 X 1.25,Standard,,verified,
HSS TAP 8 X 1.25 SET XL GOLD TOTEM,1725.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,575.00,3,Metric Coarse,8.0 X 1.25,STD GOLD,,review,
HSS TAP 8 X 1.25 SF SET TOTEM,1557.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,519.00,3,Metric Coarse,8.0 X 1.25,SF/RS,,verified,
HSS TAP 8 X 1.25 SPPT GOLD TOTEM,685.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,685.00,1,Metric Coarse,8.0 X 1.25,SPPT GOLD,,verified,
HSS TAP 8 X 1.25 SPPT TOTEM,599.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,599.00,1,Metric Coarse,8.0 X 1.25,SPPT,,verified,
HSS TAP 8 X 1.25 TPR TOTEM,504.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,verified,
HSS TAP 9 X 1 BOT TOTEM,737.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,737.00,1,Metric Coarse,9.0 X 1.00,Standard,,verified,
HSS TAP 9 X 1 PAIR TOTEM,1474.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,737.00,2,Metric Coarse,9.0 X 1.00,Standard,,verified,
HSS TAP 9 X 1 SET TOTEM,2211.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,737.00,3,Metric Coarse,9.0 X 1.00,Standard,,review,
HSS TAP 9 X 1.25 6G SPPT TOTEM,747.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,747.00,1,Metric Coarse,9.0 X 1.25,SPPT,,review,invoice rate 540.00 != list 747.00
HSS TAP 9 X 1.25 BOT TOTEM,609.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,9.0 X 1.25,Standard,,verified,
HSS TAP 9 X 1.25 SET TOTEM,1827.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,3,Metric Coarse,9.0 X 1.25,Standard,,review,
HSS TAP 9 X 1.25 SPPT TOTEM,747.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,747.00,1,Metric Coarse,9.0 X 1.25,SPPT,,review,
"HSS TAP 9/16"" BSB BOT TOTEM",1731.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,1731.00,1,BSB,9/16,Standard,,review,"invoice rate 1,905.00 != list 1,731.00"
"HSS TAP 9/16"" BSB TOTEM",1731.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,1731.00,1,BSB,9/16,Standard,,review,
"HSS TAP 9/16"" BSF SET TOTEM",4143.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,3,BSW/BSF,9/16,Standard,,review,
"HSS TAP 9/16"" BSW SET TOTEM",4143.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,3,BSW/BSF,9/16,Standard,,review,"invoice rate 4,560.00 != list 4,143.00"
"HSS TAP 9/16"" UNC BOT TOTEM",1381.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,UNF/UNC,9/16,Standard,,review,
"HSS TAP 9/16"" UNC SET TOTEM",4143.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,3,UNF/UNC,9/16,Standard,,review,
"HSS TAP 9/16"" UNF BOT TOTEM",1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,UNF/UNC,9/16,Standard,,verified,
"HSS TAP 9/16"" UNF SEC TOTEM",1381.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,UNF/UNC,9/16,Standard,,review,
"HSS TAP 9/16"" UNF SET TOTEM",4143.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,3,UNF/UNC,9/16,Standard,,verified,
HSS TRD TAP 12 X 1.75 SET TOTEM,2841.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,3,Metric Coarse,12.0 X 1.75,Standard,,review,"invoice rate 2,575.00 != list 2,841.00"
HSS TRD TAP 16 X 2 SET TOTEM,4134.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,3,Metric Coarse,16.0 X 2.00,Standard,,review,"invoice rate 3,777.00 != list 4,134.00"
HSS-E LONG TAP 16 X 2 TYPE B GOLD TOTEM,1442.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1442.00,1,Metric Coarse,16.0 X 2.00,STD GOLD,,review,"invoice rate 1,600.00 != list 1,442.00"
HSS-E LONG TAP 6 X 1 TYPE C XL TICN TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,invoice rate 594.00 != list 419.00
HSS-E ROLL TAP 10 X 1.5 SD3 TOTEM,609.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,
HSS-E ROLL TAP 12 X 1.75 SD3 TOTEM,947.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,review,
HSS-E ROLL TAP 14 X 1.5 6G SDF3 TOTEM,1381.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,14.0 X 1.50,Standard,,review,
HSS-E ROLL TAP 3.5 X .6 SD3 TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.5 X 0.60,Standard,,review,
HSS-E ROLL TAP 4 X .7 SD1 TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,review,
HSS-E ROLL TAP 4 X .7 SD3 TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,review,invoice rate 978.00 != list 390.00
HSS-E ROLL TAP 5 X .8 SD3 TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,review,invoice rate 525.00 != list 419.00
HSS-E ROLL TAP 6 X 1 O/G TIN GOLD TOTEM,510.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,1,Metric Coarse,6.0 X 1.00,STD GOLD,,review,
HSS-E ROLL TAP 6 X 1 SD3 TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,
HSS-E ROLL TAP 8 X 1.25 SD3 TOTEM,504.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,invoice rate 970.00 != list 504.00
"HSS-E TAP 1/2"" BSP SBU2 TOTEM",2269.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2269.00,1,BSP,1/2,Standard,,review,"invoice rate 2,135.00 != list 2,269.00"
"HSS-E TAP 1/2"" UNC HPT SPIREX HIGH HELIX TOTEM",954.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,review,
"HSS-E TAP 1/2"" UNC SB3 TOTEM",954.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,review,
"HSS-E TAP 1/2"" UNC SB4 TOTEM",954.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,review,
"HSS-E TAP 1/2"" UNC SC4 TOTEM",954.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,954.00,1,UNF/UNC,1/2,Standard,,review,
"HSS-E TAP 1/4"" BSP SA1 TOTEM",1023.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.00,1,BSP,1/4,Standard,,review,"invoice rate 1,565.00 != list 1,023.00"
"HSS-E TAP 1/4"" BSP SB3 TOTEM",1023.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.00,1,BSP,1/4,Standard,,review,
"HSS-E TAP 1/4"" BSP SPFL TIN SB3 TOTEM",1023.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.00,1,BSP,1/4,Standard,,review,"invoice rate 1,270.00 != list 1,023.00"
"HSS-E TAP 1/4"" BSP SPIREX TOTEM",1023.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1023.00,1,BSP,1/4,Standard,,review,"invoice rate 1,105.00 != list 1,023.00"
"HSS-E TAP 1/4"" UNC SB3 TOTEM",423.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,UNF/UNC,1/4,Standard,,review,
"HSS-E TAP 1/4"" UNF SA4 TOTEM",423.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,423.00,1,UNF/UNC,1/4,Standard,,review,invoice rate 625.00 != list 423.00
"HSS-E TAP 1/8"" BSP SB3 SPFL TIN TOTEM",671.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,671.00,1,BSP,1/8,Standard,,review,"invoice rate 1,350.00 != list 671.00"
"HSS-E TAP 1/8"" BSP SPFL TIN TOTEM",671.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,671.00,1,BSP,1/8,Standard,,review,
"HSS-E TAP 1/8"" BSPT BOT GOLD TOTEM",1154.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,8,1154.00,1,BSPT,1/8,STD GOLD,,review,"invoice rate 810.00 != list 1,154.00"
HSS-E TAP 10 X 1 SA3 TOTEM,678.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.00,1,Metric Coarse,10.0 X 1.00/1.25,Standard,,review,invoice rate 616.00 != list 678.00
HSS-E TAP 10 X 1 SAF3 TOTEM,678.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.00,1,Metric Coarse,10.0 X 1.00/1.25,Standard,,verified,
HSS-E TAP 10 X 1 SB3 TOTEM,678.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,678.00,1,Metric Coarse,10.0 X 1.00/1.25,Standard,,review,invoice rate 915.00 != list 678.00
HSS-E TAP 10 X 1.5 SA2 TOTEM,609.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,
HSS-E TAP 10 X 1.5 SA3 TOTEM,609.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,invoice rate 713.00 != list 609.00
HSS-E TAP 10 X 1.5 SAS5 TOTEM,609.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,
HSS-E TAP 10 X 1.5 SB2 TOTEM,609.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,
HSS-E TAP 10 X 1.5 SB3 TOTEM,609.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,"invoice rate 1,244.00 != list 609.00"
HSS-E TAP 10 X 1.5 SBF3 TOTEM,609.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,
HSS-E TAP 10 X 1.5 SBS5 TOTEM,609.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,10.0 X 1.50,Standard,,review,"invoice rate 1,533.00 != list 609.00"
HSS-E TAP 10 X 1.5 SET GOLD TOTEM,2133.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.00,3,Metric Coarse,10.0 X 1.50,STD GOLD,,review,"invoice rate 1,945.00 != list 2,133.00"
HSS-E TAP 10 X 1.5 SET XL GOLD TOTEM,2133.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.00,3,Metric Coarse,10.0 X 1.50,STD GOLD,,review,
HSS-E TAP 10 X 1.5 SF SET GOLD TOTEM,2133.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.00,3,Metric Coarse,10.0 X 1.50,STD GOLD,,review,"invoice rate 1,790.00 != list 2,133.00"
HSS-E TAP 10 X 1.5 SPFL GOLD TOTEM,711.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.00,1,Metric Coarse,10.0 X 1.50,STD GOLD,,review,
HSS-E TAP 10 X 1.5 SPIREX GOLD TOTEM,711.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.00,1,Metric Coarse,10.0 X 1.50,STD GOLD,,review,invoice rate 981.00 != list 711.00
HSS-E TAP 12 X 1.75 SA2 TOTEM,947.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,review,
HSS-E TAP 12 X 1.75 SA3 TOTEM,947.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,review,"invoice rate 1,734.00 != list 947.00"
HSS-E TAP 12 X 1.75 SAS5 TOTEM,947.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,review,"invoice rate 1,280.00 != list 947.00"
HSS-E TAP 12 X 1.75 SB3 TOTEM,947.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,review,"invoice rate 1,914.00 != list 947.00"
HSS-E TAP 12 X 1.75 SBF3 TOTEM,947.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,review,
HSS-E TAP 12 X 1.75 SBS5 TOTEM,947.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,review,
HSS-E TAP 12 X 1.75 SET XL GOLD TOTEM,3258.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1086.00,3,Metric Coarse,12.0 X 1.75,STD GOLD,,review,
HSS-E TAP 12 X 1.75 SF SET GOLD TOTEM,3258.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1086.00,3,Metric Coarse,12.0 X 1.75,STD GOLD,,review,"invoice rate 2,839.00 != list 3,258.00"
HSS-E TAP 12 X 1.75 SPFL TIN TOTEM,947.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.00,1,Metric Coarse,12.0 X 1.75,Standard,,review,
HSS-E TAP 12 X 1.75 SPIREX GOLD TOTEM,1086.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1086.00,1,Metric Coarse,12.0 X 1.75,STD GOLD,,review,"invoice rate 1,480.00 != list 1,086.00"
HSS-E TAP 14 X 2 SA3 TOTEM,1378.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,14.0 X 2.00,Standard,,review,
HSS-E TAP 16 X 1 SB3 TOTEM,1426.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.00,1,Metric Coarse,16.0 X 1.00,Standard,,review,"invoice rate 2,097.00 != list 1,426.00"
HSS-E TAP 16 X 1.5 SA3 TOTEM,1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,16.0 X 1.50,Standard,,review,"invoice rate 1,760.00 != list 1,381.00"
HSS-E TAP 16 X 1.5 SAS5 TOTEM,1381.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,16.0 X 1.50,Standard,,review,
HSS-E TAP 16 X 1.5 SB3 TOTEM,1381.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,16.0 X 1.50,Standard,,review,
HSS-E TAP 16 X 1.5 SPIREX TOTEM,1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.00,1,Metric Coarse,16.0 X 1.50,Standard,,review,"invoice rate 1,030.00 != list 1,381.00"
HSS-E TAP 16 X 2 6G SA3 TOTEM,1378.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,16.0 X 2.00,Standard,,review,
HSS-E TAP 16 X 2 D376 16 X 2 6G SA5 TOTEM,1378.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,16.0 X 2.00,Standard,,review,
HSS-E TAP 16 X 2 SA3 TOTEM,1378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,16.0 X 2.00,Standard,,review,"invoice rate 2,342.00 != list 1,378.00"
HSS-E TAP 16 X 2 SB3 TOTEM,1378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,16.0 X 2.00,Standard,,review,"invoice rate 2,583.00 != list 1,378.00"
HSS-E TAP 16 X 2 SF SET GOLD TOTEM,4326.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1442.00,3,Metric Coarse,16.0 X 2.00,STD GOLD,,review,"invoice rate 3,730.00 != list 4,326.00"
HSS-E TAP 16 X 2 SPIREX GOLD TOTEM,1442.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1442.00,1,Metric Coarse,16.0 X 2.00,STD GOLD,,review,"invoice rate 1,999.00 != list 1,442.00"
HSS-E TAP 18 X 1.5 SB3 TOTEM,2367.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.00,1,Metric Coarse,18.0 X 1.50,Standard,,review,
HSS-E TAP 18 X 1.5 SC4 TOTEM,2367.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.00,1,Metric Coarse,18.0 X 1.50,Standard,,review,
HSS-E TAP 20 X 2.5 7G SB3 TOTEM,2652.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2652.00,1,Metric Coarse,20.0 X 2.50,Standard,,review,
HSS-E TAP 20 X 2.5 SPIREX GOLD TOTEM,3388.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,3388.00,1,Metric Coarse,20.0 X 2.50,STD GOLD,,review,"invoice rate 3,785.00 != list 3,388.00"
HSS-E TAP 24 X 3 6G LHRH SBF2 OAL 180 TOTEM,3167.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.00,1,Metric Coarse,24.0 X 3.00,Standard,,review,
HSS-E TAP 27 X 3 6G LHRH SBF2 OAL 180 TOTEM,4795.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.00,1,Metric Coarse,27.0 X 3.00,Standard,,review,
HSS-E TAP 27 X 3 6G RHLH SBF2 OAL 180 TOTEM,4795.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.00,1,Metric Coarse,27.0 X 3.00,Standard,,review,
HSS-E TAP 3 X .5 SBS5 TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.0 X 0.50,Standard,,review,
HSS-E TAP 3 X .5 SPIREX TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.0 X 0.50,Standard,,review,
"HSS-E TAP 3/8"" BSP SB3 TOTEM",1501.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1501.00,1,BSP,3/8,Standard,,review,"invoice rate 1,325.00 != list 1,501.00"
"HSS-E TAP 3/8"" UNC SA3 TOTEM",585.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.00,1,UNF/UNC,3/8,Standard,,review,
HSS-E TAP 30 X 3.5 SPFL SBS3 TOTEM,5360.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.00,1,Metric Coarse,30.0 X 3.50,Standard,,review,
HSS-E TAP 4 X .7 SAS5 TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,review,invoice rate 608.00 != list 390.00
HSS-E TAP 4 X .7 SB3 TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,review,
